customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges,no_phone_service,internetservice_none
1194-BHJYC,no,male,0,1,0,61,0,0,dsl,1,0,1,1,1,1,two year,1,mailed check,"{""monthly"": 62.15, ""total"": ""3778.85""}",1,0
1194-HVAIF,no,female,0,1,0,27,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,0,credit card (automatic),"{""monthly"": 95.0, ""total"": ""2462.55""}",0,0
1194-SPVSP,no,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 19.65, ""total"": ""19.65""}",0,1
1195-OIYEJ,yes,male,0,0,0,13,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 91.1, ""total"": ""1135.7""}",0,0
1195-UQFHQ,nan,male,0,0,0,61,1,1,fiber_optic,1,0,1,0,1,1,one year,0,electronic check,"{""monthly"": 104.0, ""total"": ""6363.45""}",0,0
1196-AMORA,yes,male,0,0,0,7,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 73.6, ""total"": ""520""}",0,0
1197-BVMVG,no,female,1,0,0,4,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 74.45, ""total"": ""294.45""}",0,0
1200-TUZHR,no,female,1,0,0,8,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,0,electronic check,"{""monthly"": 85.2, ""total"": ""695.75""}",0,0
1202-KKGFU,no,female,0,1,0,12,1,0,dsl,1,0,0,1,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 54.2, ""total"": ""690.5""}",0,0
1205-WNWPJ,yes,female,0,0,0,7,1,0,dsl,0,0,0,1,1,0,month-to-month,1,mailed check,"{""monthly"": 59.5, ""total"": ""415.95""}",0,0
1206-EHBDD,no,female,0,1,0,56,1,0,fiber_optic,1,0,1,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 80.3, ""total"": ""4513.65""}",0,0
1207-BLKSA,no,female,0,1,1,52,1,1,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 23.05, ""total"": ""1255.1""}",0,1
1208-DNHLN,yes,male,0,1,1,23,1,1,dsl,0,0,0,0,0,0,one year,1,credit card (automatic),"{""monthly"": 48.35, ""total"": ""1067.15""}",0,0
1208-NBVFH,no,male,0,1,1,20,1,0,dsl,0,0,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 49.6, ""total"": ""939.8""}",0,0
1209-VFFOC,no,male,0,1,1,68,0,0,dsl,1,1,1,1,0,1,two year,1,mailed check,"{""monthly"": 56.4, ""total"": ""3948.45""}",1,0
1212-GLHMD,no,male,0,0,0,3,1,0,fiber_optic,1,0,0,0,0,1,month-to-month,1,mailed check,"{""monthly"": 86.05, ""total"": ""244.85""}",0,0
1213-NGCUN,yes,female,0,0,0,6,1,0,dsl,0,0,0,1,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 49.65, ""total"": ""267.35""}",0,0
1215-EXRMO,no,male,0,1,0,50,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.55, ""total"": ""1067.65""}",0,1
1215-FIGMP,no,male,0,0,0,60,1,1,fiber_optic,0,1,0,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 89.9, ""total"": ""5450.7""}",0,0
1215-VFYVK,no,female,0,0,0,4,0,0,dsl,1,0,1,1,0,1,month-to-month,0,mailed check,"{""monthly"": 48.25, ""total"": ""202.25""}",1,0
1216-BGTSP,no,male,0,0,0,45,1,1,fiber_optic,1,0,1,1,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 108.45, ""total"": ""4964.7""}",0,0
1216-JWVUX,no,male,0,1,1,25,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 75.5, ""total"": ""1901.05""}",0,0
1217-VASWC,no,male,1,1,0,43,1,0,fiber_optic,0,1,1,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 100.55, ""total"": ""4304""}",0,0
1218-VKFPE,yes,female,0,1,1,12,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.0, ""total"": ""233.55""}",0,1
1219-NNDDO,no,female,0,0,0,9,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 76.85, ""total"": ""663.55""}",0,0
1221-GHZEP,no,female,0,0,0,62,1,0,dsl,1,0,0,1,0,1,two year,1,mailed check,"{""monthly"": 65.1, ""total"": ""3846.75""}",0,0
1222-KJNZD,no,male,0,1,1,40,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 20.4, ""total"": ""745.3""}",0,1
1222-LRYKO,no,male,0,0,1,6,1,1,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 26.35, ""total"": ""184.05""}",0,1
1223-UNPKS,no,male,0,1,1,20,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.05, ""total"": ""400""}",0,1
1226-IENZN,no,male,1,0,0,16,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic check,"{""monthly"": 78.75, ""total"": ""1218.25""}",0,0
1226-JZNKR,no,female,0,1,1,8,1,0,no,0,0,0,0,0,0,one year,0,electronic check,"{""monthly"": 19.8, ""total"": ""160.05""}",0,1
1226-UDFZR,yes,female,0,0,0,2,1,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 49.6, ""total"": ""114.7""}",0,0
1227-UDMZR,no,female,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 91.15, ""total"": ""6637.9""}",0,0
1228-FZFRV,yes,male,0,1,1,50,1,1,fiber_optic,1,0,1,0,1,1,month-to-month,0,credit card (automatic),"{""monthly"": 105.95, ""total"": ""5341.8""}",0,0
1228-ZLNBX,no,male,0,0,0,21,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 75.3, ""total"": ""1570.7""}",0,0
1229-RCALF,no,female,0,1,0,64,1,1,fiber_optic,1,1,1,1,1,1,one year,1,electronic check,"{""monthly"": 115.0, ""total"": ""7396.15""}",0,0
1230-QAJDW,no,male,0,0,0,3,1,1,dsl,0,0,0,1,1,0,month-to-month,1,mailed check,"{""monthly"": 65.25, ""total"": ""209.9""}",0,0
1231-YNDEK,no,male,0,0,0,58,1,0,no,0,0,0,0,0,0,two year,1,bank transfer (automatic),"{""monthly"": 19.15, ""total"": ""1035.5""}",0,1
1232-TPUYA,nan,female,1,1,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 69.55, ""total"": ""69.55""}",0,0
1235-GPKNS,nan,female,0,0,1,5,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 46.0, ""total"": ""221.7""}",0,0
1236-WFCDV,yes,male,1,0,0,14,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,credit card (automatic),"{""monthly"": 90.45, ""total"": ""1266.1""}",0,0
1237-WIYYZ,no,female,0,0,0,18,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 19.55, ""total"": ""389.25""}",0,1
1240-HCBOH,no,female,0,0,0,67,1,1,no,0,0,0,0,0,0,two year,1,mailed check,"{""monthly"": 26.1, ""total"": ""1759.55""}",0,1
1240-KNSEZ,yes,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 20.1, ""total"": ""20.1""}",0,1
1241-EZFMJ,no,male,0,1,0,61,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 25.45, ""total"": ""1538.6""}",0,1
1241-FPMOF,no,male,0,0,0,52,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.65, ""total"": ""1025.05""}",0,1
1245-HARPS,no,female,0,1,0,14,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.4, ""total"": ""292.4""}",0,1
1247-QBVSH,no,female,0,1,1,43,1,0,dsl,0,1,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 50.2, ""total"": ""2169.4""}",0,0
1248-DYXUB,no,male,0,1,1,52,1,1,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 24.8, ""total"": ""1229.1""}",0,1
1251-KRREG,yes,male,0,0,0,2,1,1,dsl,0,1,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 54.4, ""total"": ""114.1""}",0,0
1251-STYSZ,no,female,1,0,0,4,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 80.25, ""total"": ""303.7""}",0,0
1254-IZEYF,yes,female,1,0,0,31,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 99.95, ""total"": ""3186.65""}",0,0
1257-SXUXQ,no,male,0,1,1,5,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.45, ""total"": ""86.05""}",0,1
1258-YMZNM,no,female,1,0,0,27,1,1,fiber_optic,1,1,1,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 110.5, ""total"": ""2857.6""}",0,0
1260-TTRXI,yes,male,0,0,0,4,1,0,dsl,0,0,0,0,0,1,month-to-month,0,electronic check,"{""monthly"": 54.3, ""total"": ""195.3""}",0,0
1261-FWTTE,no,male,1,0,0,23,0,0,dsl,0,0,0,0,0,1,month-to-month,1,bank transfer (automatic),"{""monthly"": 34.65, ""total"": ""768.45""}",1,0
1262-OPMFY,yes,female,0,1,0,9,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 75.75, ""total"": ""655.9""}",0,0
1264-BYWMS,yes,male,0,0,0,55,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 96.8, ""total"": ""5283.95""}",0,0
1264-FUHCX,no,female,0,1,0,49,0,0,dsl,0,1,0,1,1,1,one year,1,credit card (automatic),"{""monthly"": 56.3, ""total"": ""2780.6""}",1,0
1265-BCFEO,no,female,0,1,0,71,1,1,dsl,0,0,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 80.45, ""total"": ""5662.25""}",0,0
1265-HVPZB,no,male,0,1,0,59,1,0,dsl,1,1,1,0,1,0,one year,0,credit card (automatic),"{""monthly"": 66.4, ""total"": ""3958.2""}",0,0
1265-XTECC,yes,female,1,1,0,68,1,1,fiber_optic,1,1,0,0,0,1,one year,1,credit card (automatic),"{""monthly"": 96.55, ""total"": ""6581.9""}",0,0
1265-ZFOSD,no,female,0,1,0,64,1,1,dsl,1,1,1,1,0,1,two year,1,mailed check,"{""monthly"": 81.3, ""total"": ""5129.3""}",0,0
1266-NZYUI,no,female,0,1,1,72,1,1,dsl,1,0,1,1,0,0,two year,0,bank transfer (automatic),"{""monthly"": 66.85, ""total"": ""4758.8""}",0,0
1268-ASBGA,yes,female,1,1,0,16,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,credit card (automatic),"{""monthly"": 85.35, ""total"": ""1375.15""}",0,0
1268-VSSGL,nan,male,0,1,0,4,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 70.5, ""total"": ""294.2""}",0,0
1269-FOYWN,no,male,0,1,1,44,1,0,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),"{""monthly"": 20.0, ""total"": ""860.85""}",0,1
1270-XKUCC,no,female,0,1,1,30,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 19.7, ""total"": ""599.25""}",0,1
1271-SJBGZ,yes,male,1,0,0,12,0,0,dsl,0,0,1,1,0,1,month-to-month,1,electronic check,"{""monthly"": 43.65, ""total"": ""526.95""}",1,0
1271-UODNO,no,male,0,0,0,39,1,1,dsl,0,0,0,1,0,0,two year,1,credit card (automatic),"{""monthly"": 53.85, ""total"": ""2200.7""}",0,0
1272-ILHFG,no,male,0,1,1,15,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 19.65, ""total"": ""332.65""}",0,1
1273-MTETI,yes,female,1,0,0,4,1,1,fiber_optic,0,0,1,0,0,1,month-to-month,1,electronic check,"{""monthly"": 88.85, ""total"": ""372.45""}",0,0
1282-IHQAC,no,male,1,0,0,70,0,0,dsl,0,1,1,0,1,0,one year,1,credit card (automatic),"{""monthly"": 44.05, ""total"": ""3011.65""}",1,0
1285-OKIPP,yes,male,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,0,electronic check,"{""monthly"": 79.9, ""total"": ""79.9""}",0,0
1289-RKJJR,nan,male,0,0,0,28,1,0,fiber_optic,0,0,1,1,0,1,month-to-month,0,electronic check,"{""monthly"": 91.0, ""total"": ""2626.15""}",0,0
1291-CUOCY,no,male,0,1,0,72,1,1,fiber_optic,0,1,1,1,1,1,two year,1,credit card (automatic),"{""monthly"": 110.6, ""total"": ""7962.2""}",0,0
1293-BSEUN,no,female,0,1,1,72,1,0,no,0,0,0,0,0,0,two year,1,mailed check,"{""monthly"": 20.7, ""total"": ""1482.3""}",0,1
1293-HHSHJ,no,female,0,0,0,35,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 21.1, ""total"": ""741""}",0,1
1297-VQDRP,no,male,1,1,1,68,1,1,fiber_optic,0,0,1,1,1,1,one year,1,credit card (automatic),"{""monthly"": 107.15, ""total"": ""7379.8""}",0,0
1298-PHBTI,no,male,0,1,1,71,1,1,fiber_optic,0,1,0,1,0,0,two year,1,electronic check,"{""monthly"": 84.8, ""total"": ""6152.4""}",0,0
1299-AURJA,no,female,0,1,1,70,1,1,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 24.7, ""total"": ""1685.9""}",0,1
1301-LOPVR,no,male,0,1,1,29,0,0,dsl,1,1,1,1,0,1,one year,1,credit card (automatic),"{""monthly"": 55.35, ""total"": ""1636.95""}",1,0
1302-TPUBN,no,male,0,0,0,66,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 19.35, ""total"": ""1240.8""}",0,1
1302-UHBDD,no,male,1,0,0,20,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,electronic check,"{""monthly"": 89.95, ""total"": ""1648.45""}",0,0
1303-SRDOK,no,female,0,1,1,55,1,0,fiber_optic,0,0,0,0,0,0,two year,1,credit card (automatic),"{""monthly"": 69.05, ""total"": ""3842.6""}",0,0
1304-BCCFO,no,male,0,1,0,9,1,0,dsl,0,0,1,0,1,1,month-to-month,1,mailed check,"{""monthly"": 70.05, ""total"": ""564.4""}",0,0
1304-NECVQ,yes,female,1,0,0,2,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 78.55, ""total"": ""149.55""}",0,0
1304-SEGFY,no,female,0,1,0,72,1,1,fiber_optic,0,0,1,0,1,1,two year,1,electronic check,"{""monthly"": 97.85, ""total"": ""6841.3""}",0,0
1306-RPWXZ,no,female,0,0,1,49,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 20.45, ""total"": ""1024.65""}",0,1
1307-ATKGB,no,male,0,0,0,24,1,0,fiber_optic,0,1,1,0,0,1,month-to-month,1,electronic check,"{""monthly"": 89.55, ""total"": ""2187.15""}",0,0
1307-TVUFB,no,male,1,0,0,42,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 79.35, ""total"": ""3344.1""}",0,0
1309-BXVOQ,yes,male,0,1,0,21,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,electronic check,"{""monthly"": 106.1, ""total"": ""2249.95""}",0,0
1309-XGFSN,no,male,1,1,1,52,1,1,dsl,0,1,1,0,1,1,one year,1,electronic check,"{""monthly"": 80.85, ""total"": ""4079.55""}",0,0
1310-QRITU,no,female,0,0,0,18,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 50.3, ""total"": ""913.3""}",0,0
1314-HQHAL,nan,male,0,0,0,58,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 20.3, ""total"": ""1131.5""}",0,1
1319-YLZJG,no,male,0,1,0,12,1,0,fiber_optic,1,1,1,0,0,0,month-to-month,1,electronic check,"{""monthly"": 84.6, ""total"": ""959.9""}",0,0
1320-GVNHT,no,male,0,1,1,72,1,1,fiber_optic,1,1,1,0,1,1,two year,1,credit card (automatic),"{""monthly"": 108.4, ""total"": ""7767.25""}",0,0
1320-HTRDR,yes,female,0,0,0,3,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 75.5, ""total"": ""220.6""}",0,0
1320-REHCS,no,male,1,0,0,52,1,1,fiber_optic,0,1,1,1,1,1,month-to-month,1,electronic check,"{""monthly"": 110.75, ""total"": ""5832""}",0,0
1322-AGOQM,yes,male,0,0,0,46,0,0,dsl,0,1,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 30.3, ""total"": ""1380.1""}",1,0
1323-OOEPC,yes,female,0,1,0,53,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,credit card (automatic),"{""monthly"": 98.4, ""total"": ""5149.5""}",0,0
1324-NLTJE,yes,female,1,0,0,15,1,1,dsl,0,0,0,1,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 55.0, ""total"": ""757.1""}",0,0
1325-USMEC,no,male,0,1,0,70,1,1,fiber_optic,1,1,1,0,1,0,two year,1,credit card (automatic),"{""monthly"": 99.35, ""total"": ""6944.5""}",0,0
1328-EUZHC,no,female,0,1,0,18,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.1, ""total"": ""370.5""}",0,1
1329-VHWNP,no,female,0,0,0,7,0,0,dsl,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 25.05, ""total"": ""189.95""}",1,0
1333-PBMXB,no,female,0,1,1,54,1,1,no,0,0,0,0,0,0,one year,1,bank transfer (automatic),"{""monthly"": 24.75, ""total"": ""1342.15""}",0,1
1334-FJSVR,yes,male,0,0,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 24.25, ""total"": ""24.25""}",1,0
1334-PDUKM,no,female,0,1,0,68,1,1,fiber_optic,0,1,1,0,0,0,one year,0,credit card (automatic),"{""monthly"": 86.45, ""total"": ""5762.95""}",0,0
1335-HQMKX,no,female,0,1,0,72,1,1,fiber_optic,0,1,1,0,1,1,one year,1,electronic check,"{""monthly"": 101.35, ""total"": ""7323.15""}",0,0
1335-MXCSE,no,male,0,1,1,55,1,0,dsl,0,0,1,1,0,0,two year,1,credit card (automatic),"{""monthly"": 55.25, ""total"": ""3119.9""}",0,0
1335-NTIUC,no,male,0,0,0,9,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 24.95, ""total"": ""190.25""}",1,0
1336-EZFZY,no,female,0,0,0,4,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.05, ""total"": ""83.3""}",0,1
1337-BOZWO,no,male,0,1,1,18,0,0,dsl,0,1,1,0,1,0,one year,0,credit card (automatic),"{""monthly"": 46.4, ""total"": ""812.4""}",1,0
1338-CECEE,no,male,0,1,1,41,1,1,dsl,0,1,1,0,1,0,one year,0,bank transfer (automatic),"{""monthly"": 68.5, ""total"": ""2839.95""}",0,0
1342-JPNKI,yes,male,0,0,0,10,1,1,fiber_optic,0,0,0,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 86.05, ""total"": ""834.1""}",0,0
1343-EHPYB,yes,male,0,1,0,63,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 103.4, ""total"": ""6603""}",0,0
1345-GKDZZ,no,male,0,0,1,6,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 19.55, ""total"": ""128.6""}",0,1
1345-ZUKID,no,male,0,0,0,14,1,0,no,0,0,0,0,0,0,one year,0,mailed check,"{""monthly"": 19.35, ""total"": ""324.8""}",0,1
1346-PJWTK,no,male,0,1,0,61,1,0,fiber_optic,0,1,1,1,0,1,month-to-month,0,credit card (automatic),"{""monthly"": 94.15, ""total"": ""5731.85""}",0,0
1346-UFHAX,no,female,0,0,0,13,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 80.0, ""total"": ""1029.35""}",0,0
1347-KTTTA,no,male,0,1,0,64,1,0,fiber_optic,0,1,1,1,1,1,one year,1,credit card (automatic),"{""monthly"": 102.45, ""total"": ""6654.1""}",0,0
1349-WXNGG,yes,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer (automatic),"{""monthly"": 20.05, ""total"": ""20.05""}",0,1
1352-HNSAW,no,female,0,1,1,72,1,1,fiber_optic,1,1,1,1,1,1,two year,1,bank transfer (automatic),"{""monthly"": 115.6, ""total"": ""8220.4""}",0,0
1352-VHKAJ,no,male,0,1,1,27,1,1,dsl,0,0,0,1,1,1,month-to-month,0,bank transfer (automatic),"{""monthly"": 71.6, ""total"": ""1957.1""}",0,0
1353-GHZOS,no,male,0,1,0,22,1,0,dsl,1,0,0,0,1,0,one year,1,bank transfer (automatic),"{""monthly"": 59.75, ""total"": ""1374.35""}",0,0
1353-LJWEM,no,male,0,0,0,11,1,0,dsl,0,1,1,1,0,0,month-to-month,1,electronic check,"{""monthly"": 60.9, ""total"": ""688.5""}",0,0
1354-YZFNB,no,male,0,1,1,4,1,0,no,0,0,0,0,0,0,two year,0,credit card (automatic),"{""monthly"": 19.55, ""total"": ""68.8""}",0,1
1355-KUSBG,no,female,0,1,1,7,1,1,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,"{""monthly"": 48.8, ""total"": ""349.8""}",0,0
1356-MKYSK,no,male,0,0,0,6,1,0,dsl,1,0,1,1,1,1,month-to-month,0,credit card (automatic),"{""monthly"": 78.65, ""total"": ""483.3""}",0,0
1357-BIJKI,no,male,0,1,0,50,1,1,fiber_optic,0,1,0,0,1,1,one year,1,electronic check,"{""monthly"": 98.25, ""total"": ""4858.7""}",0,0
1357-MVDOZ,no,male,0,1,1,11,1,0,dsl,0,0,1,0,1,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 59.65, ""total"": ""683.25""}",0,0
1360-JYXKQ,no,female,1,1,0,54,1,0,fiber_optic,0,0,1,1,1,1,one year,1,electronic check,"{""monthly"": 99.1, ""total"": ""5437.1""}",0,0
1360-RCYRT,no,male,0,1,1,23,0,0,dsl,0,0,0,1,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 30.35, ""total"": ""678.75""}",1,0
1360-XFJMR,no,female,0,1,0,67,1,1,fiber_optic,0,1,1,1,1,1,one year,1,credit card (automatic),"{""monthly"": 109.7, ""total"": ""7344.45""}",0,0
1363-TXLSL,yes,male,1,1,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic check,"{""monthly"": 70.3, ""total"": ""70.3""}",0,0
1370-AQYEM,nan,male,0,1,1,5,1,0,fiber_optic,1,0,1,0,0,1,month-to-month,1,mailed check,"{""monthly"": 90.35, ""total"": ""434.5""}",0,0
1370-GGAWX,no,female,0,0,0,46,1,1,fiber_optic,0,1,1,0,0,1,one year,1,electronic check,"{""monthly"": 94.15, ""total"": ""4408.45""}",0,0
1371-DWPAZ,no,female,0,1,1,0,0,0,dsl,1,1,1,1,1,0,two year,0,credit card (automatic),"{""monthly"": 56.05, ""total"": "" ""}",1,0
1371-OJCEK,no,female,0,0,0,48,1,1,no,0,0,0,0,0,0,one year,0,bank transfer (automatic),"{""monthly"": 24.35, ""total"": ""1133.7""}",0,1
1371-WEPDS,no,male,1,1,0,40,1,0,dsl,0,0,0,0,0,1,one year,0,electronic check,"{""monthly"": 55.8, ""total"": ""2283.3""}",0,0
1373-ORVIZ,yes,female,0,1,1,11,1,1,dsl,0,0,0,1,0,1,month-to-month,1,electronic check,"{""monthly"": 66.35, ""total"": ""740.8""}",0,0
1374-DMZUI,yes,female,1,0,0,4,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic check,"{""monthly"": 94.3, ""total"": ""424.45""}",0,0
1376-HHBDV,no,female,0,0,0,30,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 48.8, ""total"": ""1536.75""}",0,0
1379-FRVEB,no,male,0,0,1,15,1,1,fiber_optic,0,1,0,0,1,0,month-to-month,1,electronic check,"{""monthly"": 91.0, ""total"": ""1430.05""}",0,0
1383-EZRWL,yes,female,0,0,0,7,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,"{""monthly"": 20.05, ""total"": ""164.85""}",0,1
1384-RCUXW,no,male,0,0,0,16,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 80.55, ""total"": ""1248.9""}",0,0
1385-TQOZW,no,female,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card (automatic),"{""monthly"": 20.45, ""total"": ""147.55""}",0,1
1386-ZIKUV,no,male,0,0,0,7,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,"{""monthly"": 18.95, ""total"": ""130.55""}",0,1
1389-CXMLU,yes,male,1,0,0,3,1,1,fiber_optic,0,0,1,0,1,0,month-to-month,0,electronic check,"{""monthly"": 91.05, ""total"": ""289.1""}",0,0
1389-WNUIB,no,female,0,1,1,20,1,1,dsl,1,0,0,0,1,1,one year,0,bank transfer (automatic),"{""monthly"": 76.0, ""total"": ""1588.75""}",0,0
1391-UBDAR,no,male,0,0,0,11,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,0,electronic check,"{""monthly"": 72.9, ""total"": ""818.45""}",0,0
1393-IMKZG,no,female,0,0,0,1,1,0,fiber_optic,0,0,0,1,1,1,month-to-month,1,electronic check,"{""monthly"": 95.85, ""total"": ""95.85""}",0,0
1394-SUIUH,no,female,1,1,0,44,1,0,fiber_optic,1,1,0,1,0,0,month-to-month,1,electronic check,"{""monthly"": 85.15, ""total"": ""3670.5""}",0,0
1395-OFUWC,no,male,0,1,1,43,0,0,dsl,0,1,0,0,0,0,month-to-month,0,credit card (automatic),"{""monthly"": 29.3, ""total"": ""1224.05""}",1,0
1395-QOUWC,nan,female,0,1,1,22,1,0,dsl,0,1,0,0,1,1,one year,1,bank transfer (automatic),"{""monthly"": 69.5, ""total"": ""1498.2""}",0,0
1395-WSWXR,no,male,0,0,0,24,1,0,no,0,0,0,0,0,0,two year,0,mailed check,"{""monthly"": 20.75, ""total"": ""487.05""}",0,1
1396-QWFBJ,yes,female,0,1,1,21,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,1,bank transfer (automatic),"{""monthly"": 74.05, ""total"": ""1565.7""}",0,0
1397-XKKWR,no,male,0,0,0,7,0,0,dsl,1,0,1,0,0,0,one year,0,mailed check,"{""monthly"": 35.3, ""total"": ""264.8""}",1,0
1399-OUPJN,no,female,0,1,1,57,1,0,no,0,0,0,0,0,0,two year,0,bank transfer (automatic),"{""monthly"": 19.75, ""total"": ""1272.05""}",0,1
1399-UBQIU,no,male,0,0,0,11,1,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 69.35, ""total"": ""712.25""}",0,0
1400-MMYXY,yes,male,1,1,0,3,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic check,"{""monthly"": 105.9, ""total"": ""334.65""}",0,0
